gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr6	161129967	161274061	AGPAT4	chr6	160710000	161380000	TAD_3029
chr6	161347417	162727775	PRKN	chr6	160710000	161380000	TAD_3029
chr6	162727132	163315500	PACRG	chr6	161390000	162800000	TAD_3011
chr6	47477789	47627263	CD2AP	chr6	47400000	47610000	TAD_3164
chr6	111087503	111231194	SLC16A10	chr6	111010000	111220000	TAD_3117
chr6	111259327	111445354	MFSD4B	chr6	111250000	111660000	TAD_3145
chr6	111299028	111483715	REV3L	chr6	111250000	111660000	TAD_3145
chr6	89433152	89633834	ANKRD6	chr6	89420000	89620000	TAD_3214
chr6	24704861	24720825	C6orf62	chr6	24410000	24760000	TAD_3043
chr6	7541338	7586714	DSP	chr6	7270000	7620000	TAD_3101
chr6	7541338	7586714	DSP	chr6	7400000	7610000	TAD_3142
chr6	85607779	85644063	SYNCRIP	chr6	85520000	85680000	TAD_3173
chr6	30934523	30954221	MUCL3	chr6	30920000	31090000	TAD_3242
chr6	33572547	33580293	BAK1	chr6	33570000	33710000	TAD_3180
chr6	33620365	33696574	ITPR3	chr6	33570000	33710000	TAD_3180
chr6	33694293	33711727	UQCC2	chr6	33570000	33710000	TAD_3180
chr6	33771202	33789130	LEMD2	chr6	33750000	34150000	TAD_3234
chr6	42782052	42868558	BICRAL	chr6	42620000	42880000	TAD_3171
chr6	43427366	43450427	ABCC10	chr6	43210000	43530000	TAD_3235
chr6	43427366	43450427	ABCC10	chr6	43370000	43510000	TAD_3244
chr6	43450352	43456632	DLK2	chr6	43210000	43530000	TAD_3235
chr6	43450352	43456632	DLK2	chr6	43370000	43510000	TAD_3244
chr6	43477523	43506556	TJAP1	chr6	43210000	43530000	TAD_3235
chr6	43477523	43506556	TJAP1	chr6	43370000	43510000	TAD_3244
chr6	44216926	44218234	MYMX	chr6	44090000	44370000	TAD_3184
chr6	44219553	44234142	SLC29A1	chr6	44090000	44370000	TAD_3184
chr6	44246166	44253888	HSP90AB1	chr6	44090000	44370000	TAD_3184
chr6	44254096	44257890	SLC35B2	chr6	44090000	44370000	TAD_3184
chr6	44258166	44265788	NFKBIE	chr6	44090000	44370000	TAD_3184
chr6	44270450	44307506	TMEM151B	chr6	44090000	44370000	TAD_3184
chr6	44278734	44297698	TCTE1	chr6	44090000	44370000	TAD_3184
chr6	44298731	44313347	AARS2	chr6	44090000	44370000	TAD_3184
chr6	44342650	44380179	SPATS1	chr6	44090000	44370000	TAD_3184
chr6	56056590	56394094	COL21A1	chr6	55970000	56290000	TAD_3093
chr6	84033772	84090881	MRAP2	chr6	83860000	84220000	TAD_3062
chr6	84124241	84227643	CEP162	chr6	83860000	84220000	TAD_3062
chr6	89080751	89085160	PNRC1	chr6	89000000	89310000	TAD_3054
chr6	89095959	89118071	SRSF12	chr6	89000000	89310000	TAD_3054
chr6	89146055	89165565	PM20D2	chr6	89000000	89310000	TAD_3054
chr6	89177504	89231278	GABRR1	chr6	89000000	89310000	TAD_3054
chr6	89254464	89315299	GABRR2	chr6	89000000	89310000	TAD_3054
chr6	107702154	107824317	SCML4	chr6	107690000	107850000	TAD_3257
chr6	124962437	125092633	RNF217	chr6	124850000	125120000	TAD_3077
chr6	125119049	125264407	TPD52L1	chr6	124850000	125120000	TAD_3077
chr6	125219962	125302078	HDDC2	chr6	125140000	125300000	TAD_3162
chr6	125747664	125761269	HEY2	chr6	125310000	125750000	TAD_3069
chr6	139240061	139291998	TXLNB	chr6	139220000	139360000	TAD_3098
chr6	166364919	166383013	MPC1	chr6	166260000	166410000	TAD_3127
chr6	166409364	166906451	RPS6KA2	chr6	166260000	166410000	TAD_3127
chr6	166583009	166586678	RAMACL	chr6	166420000	166720000	TAD_3199
chr6	53794497	53924125	LRRC1	chr6	53740000	53950000	TAD_3137
chr6	53929982	54266280	MLIP	chr6	53740000	53950000	TAD_3137
chr6	42155406	42163418	CIMIP3	chr6	42060000	42200000	TAD_3220
chr6	156776020	157210779	ARID1B	chr6	156600000	157280000	TAD_3045
chr6	137867214	137883314	TNFAIP3	chr6	137670000	137970000	TAD_3108
chr6	121079494	121334745	TBC1D32	chr6	121050000	121280000	TAD_3039
chr6	52831655	52840843	GSTA5	chr6	52680000	53080000	TAD_3064
chr6	108984309	109094846	SESN1	chr6	108900000	109090000	TAD_3228
chr6	63521746	63583588	PTP4A1	chr6	63350000	63560000	TAD_3202
chr6	135181308	135219173	MYB	chr6	135110000	135430000	TAD_3082
chr6	152121687	152637801	SYNE1	chr6	151760000	152130000	TAD_3102
chr6	130013699	130141449	L3MBTL3	chr6	129780000	130020000	TAD_3151
chr6	130144315	130365425	SAMD3	chr6	130040000	130290000	TAD_3213
chr6	68635890	68635967	ENSG00000288712	chr6	68620000	68800000	TAD_3194
chr6	53065602	53065673	ENSG00000288646	chr6	52680000	53080000	TAD_3064
chr6	16328342	16328431	ENSG00000288708	chr6	16310000	16770000	TAD_3046
chr6	53041266	53041385	ENSG00000288614	chr6	52680000	53080000	TAD_3064
chr7	1232872	1237326	UNCX	chr7	1200000	1410000	TAD_3435
chr7	4797055	4883716	RADIL	chr7	4790000	5130000	TAD_3313
chr7	1152071	1160759	ZFAND2A	chr7	880000	1170000	TAD_3425
chr7	15611212	15686683	MEOX2	chr7	15300000	16070000	TAD_3288
chr7	4682295	4771442	FOXK1	chr7	4600000	4780000	TAD_3315
chr7	996986	1138260	C7orf50	chr7	880000	1170000	TAD_3425
chr7	8113184	8262687	ICA1	chr7	7590000	8240000	TAD_3297
chr7	7636518	7718607	RPA3	chr7	7590000	8240000	TAD_3297
chr7	8433609	8752961	NXPH1	chr7	8400000	8750000	TAD_3325
chr7	4857738	4862030	PAPOLB	chr7	4790000	5130000	TAD_3313
chr7	4775615	4794397	AP5Z1	chr7	4600000	4780000	TAD_3315
chr7	10931943	10940153	NDUFA4	chr7	10910000	11230000	TAD_3302
chr7	898778	975549	COX19	chr7	880000	1170000	TAD_3425
chr7	12686856	12690958	ARL4A	chr7	12610000	13250000	TAD_3293
chr7	1044546	1059261	GPR146	chr7	880000	1170000	TAD_3425
chr7	28995235	29195451	CPVL	chr7	28920000	29100000	TAD_3348
chr7	897900	955407	ADAP1	chr7	880000	1170000	TAD_3425
chr7	17790761	17940501	SNX13	chr7	17760000	17950000	TAD_3409
chr7	23298739	23311729	MALSU1	chr7	23260000	23480000	TAD_3393
chr7	30424527	30478784	NOD1	chr7	30140000	30570000	TAD_3360
chr7	30424527	30478784	NOD1	chr7	30260000	30460000	TAD_3416
chr7	21428043	21514822	SP4	chr7	20730000	22070000	TAD_3275
chr7	20330702	20415754	ITGB8	chr7	19700000	20640000	TAD_3285
chr7	23310209	23470491	IGF2BP3	chr7	23260000	23480000	TAD_3393
chr7	45157791	45186302	RAMP3	chr7	45150000	45860000	TAD_3276
chr7	7968796	8094272	GLCCI1	chr7	7590000	8240000	TAD_3297
chr7	21900899	21945903	CDCA7L	chr7	20730000	22070000	TAD_3275
chr7	49850421	50121329	ZPBP	chr7	48180000	49870000	TAD_3267
chr7	30697985	30757602	INMT	chr7	30600000	30750000	TAD_3460
chr7	45574140	45723116	ADCY1	chr7	45150000	45860000	TAD_3276
chr7	49773638	49921950	VWC2	chr7	48180000	49870000	TAD_3267
chr7	983181	989640	CYP2W1	chr7	880000	1170000	TAD_3425
chr7	37905932	38025695	SFRP4	chr7	37890000	38070000	TAD_3408
chr7	45100100	45112047	TBRG4	chr7	44580000	45130000	TAD_3323
chr7	45100100	45112047	TBRG4	chr7	44940000	45130000	TAD_3433
chr7	28953358	28958330	TRIL	chr7	28920000	29100000	TAD_3348
chr7	45080437	45088969	NACAD	chr7	44580000	45130000	TAD_3323
chr7	45080437	45088969	NACAD	chr7	44940000	45130000	TAD_3433
chr7	50590063	50793462	GRB10	chr7	50440000	51150000	TAD_3296
chr7	83955777	84492724	SEMA3A	chr7	83910000	85020000	TAD_3277
chr7	92447482	92460075	GATAD1	chr7	92220000	92480000	TAD_3382
chr7	97117698	97181763	SDHAF3	chr7	97090000	97850000	TAD_3274
chr7	98106862	98209638	LMTK2	chr7	98000000	98200000	TAD_3339
chr7	33109557	33877180	BBS9	chr7	32480000	33140000	TAD_3268
chr7	91692008	91880702	MTERF1	chr7	91060000	91800000	TAD_3287
chr7	98617285	98629869	NPTX2	chr7	98420000	98850000	TAD_3374
chr7	92468380	92477986	ERVW	chr7	92220000	92480000	TAD_3382
chr7	97732084	97740472	TAC1	chr7	97090000	97850000	TAD_3274
chr7	101310914	101321823	IFT22	chr7	101310000	101530000	TAD_3432
chr7	92245974	92401383	ANKIB1	chr7	92220000	92480000	TAD_3382
chr7	95359872	95396375	PON3	chr7	95270000	95470000	TAD_3440
chr7	95297676	95324532	PON1	chr7	95270000	95470000	TAD_3440
chr7	30284597	30367689	ZNRF2	chr7	30140000	30570000	TAD_3360
chr7	30284597	30367689	ZNRF2	chr7	30260000	30460000	TAD_3416
chr7	66205317	66420543	TPST1	chr7	66150000	66480000	TAD_3344
chr7	32485338	32495283	LSM5	chr7	32480000	33140000	TAD_3268
chr7	80369575	80679277	CD36	chr7	80060000	80400000	TAD_3350
chr7	80742538	80922359	SEMA3C	chr7	80700000	81460000	TAD_3286
chr7	112762377	112790423	TMEM168	chr7	112500000	113480000	TAD_3272
chr7	108470417	108569666	PNPLA8	chr7	108170000	108510000	TAD_3365
chr7	95404862	95435329	PON2	chr7	95270000	95470000	TAD_3440
chr7	94524204	94656572	SGCE	chr7	94450000	94650000	TAD_3371
chr7	134986508	135147963	AGBL3	chr7	134980000	135180000	TAD_3388
chr7	116287380	116508541	CAV2	chr7	116240000	116580000	TAD_3332
chr7	80458635	80512064	GNAT3	chr7	80430000	80660000	TAD_3352
chr7	108023548	108130361	LAMB4	chr7	107880000	108140000	TAD_3370
chr7	112206695	112343934	ZNF277	chr7	111750000	112440000	TAD_3295
chr7	123113531	123199972	SLC13A1	chr7	122550000	123170000	TAD_3289
chr7	113116718	113118560	SMIM30	chr7	112500000	113480000	TAD_3272
chr7	105876796	106036432	CDHR3	chr7	105630000	106040000	TAD_3387
chr7	98291650	98401090	BAIAP2L1	chr7	98250000	98410000	TAD_3400
chr7	27525442	27662883	HIBADH	chr7	27200000	27580000	TAD_3381
chr7	122701668	122702922	RNF148	chr7	122550000	123170000	TAD_3289
chr7	135662496	135693418	STMP1	chr7	135660000	135790000	TAD_3451
chr7	158856558	158956747	DYNC2I1	chr7	158680000	158980000	TAD_3443
chr7	158856558	158956747	DYNC2I1	chr7	158690000	158870000	TAD_3454
chr7	122697735	122699117	RNF133	chr7	122550000	123170000	TAD_3289
chr7	130070534	130135705	KLHDC10	chr7	130060000	130210000	TAD_3436
chr7	130070534	130135705	KLHDC10	chr7	130060000	130790000	TAD_3319
chr7	23710203	23832513	STK31	chr7	23550000	23730000	TAD_3311
chr7	135926760	135977359	MTPN	chr7	135800000	136020000	TAD_3368
chr7	130206344	130216844	SSMEM1	chr7	130060000	130210000	TAD_3436
chr7	130206344	130216844	SSMEM1	chr7	130060000	130790000	TAD_3319
chr7	112819147	112939875	BMT2	chr7	112500000	113480000	TAD_3272
chr7	101362875	101559024	COL26A1	chr7	101310000	101530000	TAD_3432
chr7	130164713	130207770	TMEM209	chr7	130060000	130210000	TAD_3436
chr7	130164713	130207770	TMEM209	chr7	130060000	130790000	TAD_3319
chr7	138706294	138799560	ATP6V0A4	chr7	138080000	138750000	TAD_3298
chr7	122994704	122995700	TAS2R16	chr7	122550000	123170000	TAD_3289
chr7	120787320	120858402	TSPAN12	chr7	120760000	120940000	TAD_3367
chr7	98252379	98310441	BRI3	chr7	98250000	98410000	TAD_3400
chr7	134549110	134579875	AKR1B15	chr7	134420000	134610000	TAD_3349
chr7	140293693	140404433	SLC37A3	chr7	140050000	140330000	TAD_3356
chr7	151466012	151520120	RHEB	chr7	151350000	151760000	TAD_3405
chr7	44962662	44979088	MYO1G	chr7	44580000	45130000	TAD_3323
chr7	44962662	44979088	MYO1G	chr7	44940000	45130000	TAD_3433
chr7	155297776	155310235	INSIG1	chr7	155170000	155350000	TAD_3423
chr7	134442356	134459284	AKR1B1	chr7	134420000	134610000	TAD_3349
chr7	138460259	138589996	TRIM24	chr7	138080000	138750000	TAD_3298
chr7	140084746	140176983	KDM7A	chr7	140050000	140330000	TAD_3356
chr7	20134655	20217404	MACC1	chr7	19700000	20640000	TAD_3285
chr7	134527567	134541412	AKR1B10	chr7	134420000	134610000	TAD_3349
chr7	140518420	140673993	DENND2A	chr7	140480000	140660000	TAD_3318
chr7	138594285	138701362	SVOPL	chr7	138080000	138750000	TAD_3298
chr7	131110096	131496632	MKLN1	chr7	131060000	131500000	TAD_3343
chr7	130506238	130668748	COPG2	chr7	130060000	130790000	TAD_3319
chr7	135728348	135748813	FAM180A	chr7	135660000	135790000	TAD_3451
chr7	40126027	40134622	MPLKIP	chr7	39880000	40130000	TAD_3329
chr7	124743885	124765792	GPR37	chr7	124100000	124800000	TAD_3291
chr7	44999475	45076469	CCM2	chr7	44580000	45130000	TAD_3323
chr7	44999475	45076469	CCM2	chr7	44940000	45130000	TAD_3433
chr7	151428832	151440813	CRYGN	chr7	151350000	151760000	TAD_3405
chr7	151375909	151410727	WDR86	chr7	151350000	151760000	TAD_3405
chr7	112422887	112481017	IFRD1	chr7	111750000	112440000	TAD_3295
chr7	30496621	30504841	GGCT	chr7	30140000	30570000	TAD_3360
chr7	30651942	30700129	CRHR2	chr7	30600000	30750000	TAD_3460
chr7	39623565	39708120	RALA	chr7	39570000	39750000	TAD_3309
chr7	38977909	39493095	POU6F2	chr7	38750000	39510000	TAD_3290
chr7	150685697	150693641	GIMAP2	chr7	150450000	150750000	TAD_3351
chr7	150716606	150724284	GIMAP1	chr7	150450000	150750000	TAD_3351
chr7	140672945	140696261	ADCK2	chr7	140670000	141010000	TAD_3310
chr7	140690777	140722790	NDUFB2	chr7	140670000	141010000	TAD_3310
chr7	141002610	141015228	MRPS33	chr7	140670000	141010000	TAD_3310
chr7	141002610	141015228	MRPS33	chr7	140800000	141010000	TAD_3411
chr7	130266863	130289798	CPA2	chr7	130060000	130790000	TAD_3319
chr7	130293134	130324180	CPA4	chr7	130060000	130790000	TAD_3319
chr7	130486171	130506465	MEST	chr7	130060000	130790000	TAD_3319
chr7	99472890	99503650	ZNF789	chr7	99450000	99620000	TAD_3465
chr7	99472890	99503650	ZNF789	chr7	99470000	99930000	TAD_3305
chr7	99473877	99504857	ZNF394	chr7	99450000	99620000	TAD_3465
chr7	99473877	99504857	ZNF394	chr7	99470000	99930000	TAD_3305
chr7	99546300	99558536	FAM200A	chr7	99450000	99620000	TAD_3465
chr7	99546300	99558536	FAM200A	chr7	99470000	99930000	TAD_3305
chr7	99558406	99576453	ZNF655	chr7	99450000	99620000	TAD_3465
chr7	99558406	99576453	ZNF655	chr7	99470000	99930000	TAD_3305
chr7	99598267	99611045	TMEM225B	chr7	99450000	99620000	TAD_3465
chr7	99598267	99611045	TMEM225B	chr7	99470000	99930000	TAD_3305
chr7	99616946	99632408	ZSCAN25	chr7	99450000	99620000	TAD_3465
chr7	99616946	99632408	ZSCAN25	chr7	99470000	99930000	TAD_3305
chr7	99705036	99735196	CYP3A7	chr7	99470000	99930000	TAD_3305
chr7	99705036	99735196	CYP3A7	chr7	99630000	99880000	TAD_3437
chr7	99923266	99929620	GJC3	chr7	99470000	99930000	TAD_3305
chr7	16461481	16530580	SOSTDC1	chr7	16110000	16560000	TAD_3301
chr7	16526825	16581568	LRRC72	chr7	16110000	16560000	TAD_3301
chr7	5526409	5563902	ACTB	chr7	5490000	5710000	TAD_3375
chr7	5592816	5606655	FSCN1	chr7	5490000	5710000	TAD_3375
chr7	99504662	99534700	ZKSCAN5	chr7	99450000	99620000	TAD_3465
chr7	99504662	99534700	ZKSCAN5	chr7	99470000	99930000	TAD_3305
chr7	98846488	98870771	TMEM130	chr7	98420000	98850000	TAD_3374
chr7	5620047	5781696	RNF216	chr7	5490000	5710000	TAD_3375
chr7	10973336	11169623	PHF14	chr7	10910000	11230000	TAD_3302
chr7	130393771	130442433	CEP41	chr7	130060000	130790000	TAD_3319
chr7	107923799	108003213	LAMB1	chr7	107880000	108140000	TAD_3370
chr7	135557917	135648757	NUP205	chr7	135270000	135610000	TAD_3338
chr7	29920104	29990289	SCRN1	chr7	29920000	30080000	TAD_3463
chr7	30010587	30026702	FKBP14	chr7	29920000	30080000	TAD_3463
chr7	44104345	44114562	AEBP1	chr7	44020000	44200000	TAD_3378
chr7	44104345	44114562	AEBP1	chr7	44030000	44560000	TAD_3300
chr7	44138864	44141332	MYL7	chr7	44020000	44200000	TAD_3378
chr7	44138864	44141332	MYL7	chr7	44030000	44560000	TAD_3300
chr7	73667831	73672112	VPS37D	chr7	73580000	73730000	TAD_3442
chr7	73680918	73683453	DNAJC30	chr7	73580000	73730000	TAD_3442
chr7	73699206	73719672	STX1A	chr7	73580000	73730000	TAD_3442
chr7	73861159	73865890	TMEM270	chr7	73860000	74030000	TAD_3444
chr7	91264433	91271326	FZD1	chr7	91060000	91800000	TAD_3287
chr7	116524994	116561179	CAV1	chr7	116240000	116580000	TAD_3332
chr7	26152198	26187137	NFE2L3	chr7	26080000	26360000	TAD_3431
chr7	26201162	26213607	CBX3	chr7	26080000	26360000	TAD_3431
chr7	74082933	74122525	LIMK1	chr7	74050000	74190000	TAD_3424
chr7	74082933	74122525	LIMK1	chr7	74060000	74400000	TAD_3359
chr7	87345664	87399794	CROT	chr7	87260000	87440000	TAD_3379
chr7	87401696	87480435	ABCB4	chr7	87260000	87440000	TAD_3379
chr7	44796680	44824564	PPIA	chr7	44580000	44840000	TAD_3422
chr7	44796680	44824564	PPIA	chr7	44580000	45130000	TAD_3323
chr7	44826791	44848087	H2AZ2	chr7	44580000	44840000	TAD_3422
chr7	44826791	44848087	H2AZ2	chr7	44580000	45130000	TAD_3323
chr7	44876299	44885530	PURB	chr7	44580000	45130000	TAD_3323
chr7	44044640	44069456	DBNL	chr7	44020000	44200000	TAD_3378
chr7	44044640	44069456	DBNL	chr7	44030000	44560000	TAD_3300
chr7	44062727	44065567	PGAM2	chr7	44020000	44200000	TAD_3378
chr7	44062727	44065567	PGAM2	chr7	44030000	44560000	TAD_3300
chr7	44072062	44082530	POLM	chr7	44020000	44200000	TAD_3378
chr7	44072062	44082530	POLM	chr7	44030000	44560000	TAD_3300
chr7	44200959	44214294	YKT6	chr7	44030000	44560000	TAD_3300
chr7	2728105	2844308	GNA12	chr7	2430000	2850000	TAD_3340
chr7	2728105	2844308	GNA12	chr7	2700000	2860000	TAD_3415
chr7	74199652	74229834	LAT2	chr7	74060000	74400000	TAD_3359
chr7	74231499	74254458	RFC2	chr7	74060000	74400000	TAD_3359
chr7	74231499	74254458	RFC2	chr7	74200000	74400000	TAD_3449
chr7	74289407	74405935	CLIP2	chr7	74060000	74400000	TAD_3359
chr7	74289407	74405935	CLIP2	chr7	74200000	74400000	TAD_3449
chr7	41667168	41705834	INHBA	chr7	40190000	41780000	TAD_3273
chr7	143132077	143139739	PIP	chr7	143010000	143210000	TAD_3398
chr7	123655866	123664290	LMOD2	chr7	123560000	123900000	TAD_3324
chr7	123681943	123749003	WASL	chr7	123560000	123900000	TAD_3324
chr7	123828983	123877481	HYAL4	chr7	123560000	123900000	TAD_3324
chr7	41960949	42264100	GLI3	chr7	41940000	42250000	TAD_3426
chr7	14145049	14974777	DGKB	chr7	13420000	14690000	TAD_3278
chr7	116953238	117230176	ST7	chr7	116910000	117150000	TAD_3322
chr7	66682164	66811464	RABGEF1	chr7	66590000	67000000	TAD_3317
chr7	99876958	99919531	TRIM4	chr7	99470000	99930000	TAD_3305
chr7	99876958	99919531	TRIM4	chr7	99630000	99880000	TAD_3437
chr7	130344816	130368730	CPA5	chr7	130060000	130790000	TAD_3319
chr7	66628881	66649067	KCTD7	chr7	66590000	67000000	TAD_3317
chr7	99027440	99144108	SMURF1	chr7	98890000	99340000	TAD_3306
chr7	99027440	99144108	SMURF1	chr7	99020000	99320000	TAD_3341
chr7	4905989	4959213	MMD2	chr7	4790000	5130000	TAD_3313
chr7	101815904	102283958	CUX1	chr7	101810000	102240000	TAD_3328
chr7	22419444	22727613	STEAP1B	chr7	22090000	22490000	TAD_3316
chr7	106248298	106285966	NAMPT	chr7	106170000	106470000	TAD_3380
chr7	139025706	139036042	ZC3HAV1L	chr7	138870000	139080000	TAD_3446
chr7	139043515	139132122	ZC3HAV1	chr7	138870000	139080000	TAD_3446
chr7	103471381	103989658	RELN	chr7	103430000	104860000	TAD_3266
chr7	104126341	104208047	ORC5	chr7	103430000	104860000	TAD_3266
chr7	104126341	104208047	ORC5	chr7	103510000	104160000	TAD_3282
chr7	2234195	2242205	MRM2	chr7	1560000	2350000	TAD_3307
chr7	2251770	2354318	SNX8	chr7	1560000	2350000	TAD_3307
chr7	1815793	2233243	MAD1L1	chr7	1560000	2350000	TAD_3307
chr7	30911853	30925517	AQP1	chr7	30780000	30950000	TAD_3459
chr7	30938669	30993254	GHRHR	chr7	30780000	30950000	TAD_3459
chr7	99173572	99250075	KPNA7	chr7	98890000	99340000	TAD_3306
chr7	99173572	99250075	KPNA7	chr7	99020000	99320000	TAD_3341
chr7	143183419	143184435	TAS2R39	chr7	143010000	143210000	TAD_3398
chr7	91940840	92110673	AKAP9	chr7	91930000	92120000	TAD_3439
chr7	113078331	113087778	GPR85	chr7	112500000	113480000	TAD_3272
chr7	2242226	2251146	NUDT1	chr7	1560000	2350000	TAD_3307
chr7	74174231	74197122	EIF4H	chr7	74050000	74190000	TAD_3424
chr7	74174231	74197122	EIF4H	chr7	74060000	74400000	TAD_3359
chr7	55365337	55433737	LANCL2	chr7	55260000	55410000	TAD_3413
chr7	45888360	45893660	IGFBP1	chr7	45880000	47210000	TAD_3281
chr7	45912245	45921874	IGFBP3	chr7	45880000	47210000	TAD_3281
chr7	32957404	33006930	FKBP9	chr7	32480000	33140000	TAD_3268
chr7	33014130	33062796	NT5C3A	chr7	32480000	33140000	TAD_3268
chr7	33094797	33109405	RP9	chr7	32480000	33140000	TAD_3268
chr7	104328603	104908561	LHFPL3	chr7	103430000	104860000	TAD_3266
chr7	104328603	104908561	LHFPL3	chr7	104230000	104840000	TAD_3292
chr7	88270892	88306894	STEAP4	chr7	88210000	88380000	TAD_3364
chr7	87934143	88202889	ADAM22	chr7	87910000	88110000	TAD_3392
chr7	19144782	19145421	FERD3L	chr7	19110000	19440000	TAD_3321
chr7	135092363	135170795	CYREN	chr7	134980000	135180000	TAD_3388
chr7	135148072	135166215	TMEM140	chr7	134980000	135180000	TAD_3388
chr7	155644451	155781485	RBM33	chr7	155580000	155780000	TAD_3354
chr7	155799980	155812463	SHH	chr7	155790000	156540000	TAD_3334
chr7	44143213	44198170	GCK	chr7	44020000	44200000	TAD_3378
chr7	44143213	44198170	GCK	chr7	44030000	44560000	TAD_3300
chr7	100949534	100968347	MUC3A	chr7	100900000	101060000	TAD_3434
chr7	101020072	101058859	MUC17	chr7	100900000	101060000	TAD_3434
chr7	27092993	27096000	HOXA1	chr7	26860000	27130000	TAD_3353
chr7	27100354	27102686	HOXA2	chr7	26860000	27130000	TAD_3353
chr7	27242700	27250493	EVX1	chr7	27200000	27580000	TAD_3381
chr7	84995553	85187056	SEMA3D	chr7	83910000	85020000	TAD_3277
chr7	5045821	5069487	RBAK	chr7	4790000	5130000	TAD_3313
chr7	20615667	20777038	ABCB5	chr7	19700000	20640000	TAD_3285
chr7	27739331	27844564	TAX1BP1	chr7	27620000	28040000	TAD_3312
chr7	128954180	129055173	TNPO3	chr7	128900000	129110000	TAD_3458
chr7	5306790	5425414	TNRC18	chr7	5210000	5480000	TAD_3429
chr7	100969565	101018939	MUC12	chr7	100900000	101060000	TAD_3434
chr7	100400826	100428992	ZCWPW1	chr7	100170000	100420000	TAD_3336
chr7	7640711	7968020	UMAD1	chr7	7590000	8240000	TAD_3297
chr7	135681231	135729258	SLC13A4	chr7	135660000	135790000	TAD_3451
chr7	27106184	27152583	HOXA3	chr7	26860000	27130000	TAD_3353
chr7	2679522	2775500	AMZ1	chr7	2430000	2850000	TAD_3340
chr7	2679522	2775500	AMZ1	chr7	2440000	2680000	TAD_3462
chr7	150450630	150479393	GIMAP8	chr7	150450000	150750000	TAD_3351
chr7	23597382	23644708	CCDC126	chr7	23550000	23730000	TAD_3311
chr7	23680130	23703249	FAM221A	chr7	23550000	23730000	TAD_3311
chr7	92084987	92134803	CYP51A1	chr7	91930000	92120000	TAD_3439
chr7	74453790	74602605	GTF2IRD1	chr7	74410000	74580000	TAD_3342
chr7	75986831	75994656	TMEM120A	chr7	75860000	76020000	TAD_3396
chr7	75996338	76048004	STYXL1	chr7	75860000	76020000	TAD_3396
chr7	47963288	47979615	HUS1	chr7	47940000	48150000	TAD_3362
chr7	48035511	48061304	C7orf57	chr7	47940000	48150000	TAD_3362
chr7	47740202	47948466	PKD1L1	chr7	47260000	47830000	TAD_3361
chr7	2537810	2555694	BRAT1	chr7	2430000	2850000	TAD_3340
chr7	2537810	2555694	BRAT1	chr7	2440000	2680000	TAD_3462
chr7	123567010	123639481	ASB15	chr7	123560000	123900000	TAD_3324
chr7	20782279	20786886	SP8	chr7	20730000	22070000	TAD_3275
chr7	66995173	67239514	TYW1	chr7	66590000	67000000	TAD_3317
chr7	99828013	99866093	CYP3A43	chr7	99470000	99930000	TAD_3305
chr7	99828013	99866093	CYP3A43	chr7	99630000	99880000	TAD_3437
chr7	32495426	32588726	AVL9	chr7	32480000	33140000	TAD_3268
chr7	2512529	2529177	LFNG	chr7	2430000	2850000	TAD_3340
chr7	2512529	2529177	LFNG	chr7	2440000	2680000	TAD_3462
chr7	99756960	99784248	CYP3A4	chr7	99470000	99930000	TAD_3305
chr7	99756960	99784248	CYP3A4	chr7	99630000	99880000	TAD_3437
chr7	107891162	107931730	DLD	chr7	107880000	108140000	TAD_3370
chr7	47987148	48029119	SUN3	chr7	47940000	48150000	TAD_3362
chr7	32868172	32894131	KBTBD2	chr7	32480000	33140000	TAD_3268
chr7	12330885	12403941	VWDE	chr7	12050000	12340000	TAD_3357
chr7	158730995	158830253	ESYT2	chr7	158680000	158980000	TAD_3443
chr7	158730995	158830253	ESYT2	chr7	158690000	158870000	TAD_3454
chr7	1082208	1093815	GPER1	chr7	880000	1170000	TAD_3425
chr7	142760398	142774564	PRSS2	chr7	142610000	142810000	TAD_3363
chr7	21543039	21901839	DNAH11	chr7	20730000	22070000	TAD_3275
chr7	100352176	100367831	PILRB	chr7	100170000	100420000	TAD_3336
chr7	74027789	74069907	ELN	chr7	73860000	74030000	TAD_3444
chr7	100307702	100322196	SPDYE3	chr7	100170000	100420000	TAD_3336
chr7	117710651	117874139	CTTNBP2	chr7	117440000	117720000	TAD_3372
chr7	95583499	95596516	PDK4	chr7	95500000	95680000	TAD_3331
chr7	95772506	96110322	DYNC1I1	chr7	95700000	95890000	TAD_3345
chr7	114922094	115019917	MDFIC	chr7	114860000	115210000	TAD_3346
chr7	2474728	2476894	GRIFIN	chr7	2430000	2850000	TAD_3340
chr7	2474728	2476894	GRIFIN	chr7	2440000	2680000	TAD_3462
chr7	48924547	48927454	CDC14C	chr7	48180000	49870000	TAD_3267
chr7	1567332	1571005	PSMG3	chr7	1560000	2350000	TAD_3307
chr7	1665745	1747946	ELFN1	chr7	1560000	2350000	TAD_3307
chr7	99325898	99366262	ARPC1A	chr7	98890000	99340000	TAD_3306
chr7	22725884	22732002	IL6	chr7	22550000	22770000	TAD_3355
chr7	48088628	48108736	UPP1	chr7	47940000	48150000	TAD_3362
chr7	33904308	34156427	BMPER	chr7	33740000	33920000	TAD_3410
chr7	94394895	94431227	COL1A2	chr7	94270000	94420000	TAD_3385
